"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","VeghiclePrice","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year"
"8","3","1","18","1","3","8","3","2","2","70","1","245","9311","3","400","1","31","31","0","8","66","2","2","1","3","0","1","1995"
"10","1","1","10","1","1","10","1","2","1","23","1","245","9312","14","400","2","31","31","2","5","28","2","2","1","6","0","1","1995"
"9","2","1","6","1","4","11","2","2","2","52","1","245","9313","5","400","3","31","31","1","8","45","2","2","1","0","0","1","1995"
"1","5","1","18","1","2","5","4","2","2","30","1","245","9314","15","400","1","31","31","1","6","33","2","2","1","0","0","1","1995"
"10","4","2","3","1","3","10","4","2","2","42","1","690","9315","1","400","4","31","31","1","6","38","2","2","1","1","0","1","1995"
"3","1","6","7","1","2","3","3","1","1","32","1","245","9316","1","400","2","31","31","1","5","33","2","2","1","3","0","1","1995"
"3","1","4","14","1","3","4","1","1","1","77","2","245","9317","3","400","1","31","31","2","8","66","2","2","1","3","0","1","1995"
"3","4","1","7","1","2","3","5","2","1","34","1","245","9318","12","400","1","31","31","0","6","33","2","2","1","1","0","1","1995"
"5","1","6","14","1","2","5","2","1","1","39","1","199","9319","11","400","4","31","31","2","7","38","2","2","1","1","0","1","1995"
"4","2","5","3","1","5","4","2","2","1","49","2","495","9320","3","400","1","31","31","2","7","45","2","2","1","0","0","1","1995"
"4","1","3","18","1","4","4","1","2","2","31","1","245","9321","16","400","4","31","31","0","6","33","2","2","1","0","0","1","1995"
"6","4","6","7","1","4","7","1","2","1","44","2","690","9322","5","400","2","31","31","0","6","38","2","2","1","3","0","1","1995"
"7","1","3","7","1","4","8","5","1","1","29","2","690","9323","2","400","1","0","31","0","6","33","2","2","1","0","0","1","1995"
"8","5","2","7","1","5","9","1","2","2","32","1","245","9324","14","400","4","31","31","2","6","33","2","2","1","0","0","1","1995"
"8","4","6","18","1","1","8","5","1","1","29","1","245","9325","13","400","2","31","31","5","6","33","2","2","1","0","6","2","1995"
"7","5","7","14","2","2","8","1","1","1","32","1","245","9326","8","400","3","31","31","1","6","33","2","2","1","3","0","1","1995"
"1","3","1","18","1","2","1","3","2","2","43","2","345","9327","13","400","3","31","31","2","7","38","2","2","1","0","0","1","1995"
"11","5","4","10","1","4","11","5","2","1","27","1","345","9328","10","400","3","31","31","2","6","33","2","2","1","3","0","1","1995"
"11","3","1","19","1","5","11","4","2","2","44","1","495","9329","13","400","3","31","31","5","7","38","2","2","1","0","0","1","1995"
"9","3","1","10","1","4","10","3","2","2","59","1","245","9330","9","400","1","31","31","2","8","58","2","2","1","6","0","1","1995"
"7","4","7","14","2","2","8","1","1","2","32","1","245","9331","9","400","4","31","31","0","6","33","2","2","1","0","0","1","1995"
"1","3","1","14","1","1","1","3","2","1","31","2","345","9332","10","400","2","31","31","2","6","33","2","2","1","6","0","1","1995"
"6","5","3","14","1","4","6","5","2","1","29","1","245","9333","15","400","3","31","31","1","6","33","2","2","1","3","0","1","1995"
"6","3","7","10","1","4","6","4","2","2","44","1","245","9334","16","500","3","31","31","0","7","38","2","2","1","6","2","1","1995"
"6","3","6","18","1","2","6","4","2","1","35","1","245","9335","2","400","2","31","31","0","7","33","2","2","1","1","0","1","1995"
"6","1","6","3","1","5","6","2","2","2","42","1","645","9336","5","400","3","31","31","2","7","38","2","2","1","6","0","1","1995"
"5","3","4","14","1","4","5","4","2","2","28","1","245","9337","4","400","1","31","31","2","7","33","2","2","1","1","0","1","1995"
"5","2","5","14","2","5","5","2","2","2","47","1","345","9338","16","400","3","31","31","2","7","45","2","2","1","6","0","1","1995"
"5","2","3","7","1","3","5","2","2","1","24","1","245","9339","2","400","3","31","31","2","3","28","2","2","1","6","0","1","1995"
"3","3","3","3","1","1","11","4","2","1","42","1","345","9340","4","400","2","31","31","5","8","38","2","2","1","6","0","1","1995"
"3","3","4","14","1","4","3","3","1","2","32","2","245","9341","3","400","4","31","31","0","6","33","2","2","1","3","0","1","1995"
"3","2","1","14","1","4","3","3","2","2","43","1","345","9342","15","400","4","31","31","2","8","38","2","2","1","6","0","1","1995"
"3","2","7","18","2","3","3","3","2","2","55","1","199","9343","7","400","4","31","31","1","8","45","2","2","1","0","0","1","1995"
"2","5","2","19","1","5","3","3","2","2","48","1","645","9344","3","400","1","31","31","5","7","45","2","2","1","6","0","1","1995"
"8","3","2","14","1","1","8","4","2","1","31","1","199","9345","11","400","3","31","31","0","7","33","2","2","1","1","0","1","1995"
"7","2","1","7","1","1","7","2","2","2","32","2","245","9346","6","400","4","31","31","0","6","33","2","2","1","1","6","2","1995"
"6","5","4","3","1","3","7","1","1","1","21","1","690","9347","16","400","3","31","31","0","5","28","2","2","1","1","0","1","1995"
"6","2","4","10","1","4","8","1","1","2","47","1","245","9348","5","400","3","31","31","2","7","45","2","2","1","0","0","1","1995"
"5","2","2","7","1","3","5","2","2","2","32","1","245","9349","9","400","4","31","31","2","5","33","2","2","1","0","0","3","1995"
"1","3","1","7","1","3","1","3","2","1","30","2","690","9350","16","400","3","31","31","2","7","33","2","2","1","0","0","1","1995"
"1","3","2","14","1","2","1","3","2","2","26","1","199","9351","2","400","2","31","31","0","7","33","2","2","1","0","0","1","1995"
"1","3","2","3","1","3","1","3","2","2","46","1","690","9352","13","400","3","31","31","5","7","45","2","2","1","6","0","1","1995"
"4","2","2","18","1","5","4","4","2","2","62","1","690","9353","7","400","2","31","31","2","8","58","2","2","1","3","0","1","1995"
"4","2","2","14","1","3","4","2","2","2","70","1","245","9354","5","400","1","31","31","1","8","66","2","2","1","0","0","1","1995"
"4","2","1","14","2","2","4","2","2","2","48","1","245","9355","3","400","1","31","31","2","8","45","2","2","1","0","0","1","1995"
"3","3","3","14","1","4","3","3","1","1","33","2","245","9356","10","400","1","31","31","2","6","33","2","2","1","3","0","1","1995"
"3","3","4","10","1","5","3","3","2","1","25","1","245","9357","8","400","1","31","31","0","4","28","2","2","1","0","0","1","1995"
"2","4","5","10","1","4","3","1","2","2","49","1","245","9358","3","400","2","31","31","1","7","45","2","2","1","6","0","1","1995"
"1","4","5","18","2","1","1","4","2","2","29","1","345","9359","12","400","3","31","31","5","7","33","2","2","1","6","0","1","1995"
"1","4","5","7","1","1","1","4","2","1","34","1","690","9360","15","400","3","31","31","2","0","33","2","2","1","0","0","1","1995"
"1","3","4","18","1","5","2","1","2","2","29","1","345","9361","10","400","3","31","31","2","6","33","2","2","1","0","0","1","1995"
"8","2","3","14","1","4","8","3","2","1","34","1","345","9362","14","400","4","31","31","0","7","33","2","2","1","6","0","1","1995"
"12","3","4","6","2","2","5","4","2","2","78","1","199","9363","13","700","4","31","31","2","8","66","2","2","1","1","0","1","1995"
"5","1","3","14","1","4","5","1","2","2","45","1","245","9364","13","400","1","31","31","1","7","38","2","2","1","3","0","1","1995"
"7","3","4","14","1","3","9","5","2","2","55","1","245","9365","15","400","2","31","31","5","8","45","2","2","1","0","0","1","1995"
"11","2","2","14","1","3","11","4","1","1","43","1","245","9366","7","400","1","31","31","0","6","38","1","2","1","0","0","1","1995"
"10","2","5","3","1","5","10","2","2","2","36","1","345","9367","3","400","2","31","31","1","7","38","2","2","1","3","6","2","1995"
"4","2","4","10","1","1","4","4","2","2","39","2","245","9368","1","400","4","31","31","1","8","38","2","2","1","6","0","1","1995"
"10","1","7","14","1","2","10","4","2","2","55","1","245","9369","5","400","3","31","31","2","8","45","2","2","1","1","0","1","1995"
"7","3","2","18","1","2","7","4","2","2","71","1","199","9370","13","400","2","31","31","1","8","66","2","2","1","0","0","1","1995"
"7","3","2","18","1","3","7","3","2","2","29","2","245","9371","7","400","4","31","31","2","7","33","2","2","1","0","0","1","1995"
"11","4","2","18","1","3","11","4","2","1","32","1","245","9372","12","400","3","31","31","1","6","33","2","2","1","6","0","1","1995"
"3","1","4","7","1","4","3","1","1","3","30","1","199","9373","12","400","1","31","31","0","6","33","2","2","1","0","0","1","1995"
"4","4","2","7","1","4","5","2","2","2","21","2","245","9374","11","400","2","31","31","0","5","28","2","2","1","0","1","1","1995"
"5","1","3","18","1","4","5","1","2","2","58","2","245","9375","11","400","2","31","31","2","7","58","2","2","1","3","0","1","1995"
"6","4","5","18","2","4","6","5","2","2","51","1","245","9376","16","400","1","31","31","5","8","45","2","2","1","0","0","1","1995"
"6","4","4","1","1","3","7","3","2","2","74","2","345","9377","15","400","3","12","31","0","8","66","2","2","1","0","0","1","1995"
"7","4","1","7","1","5","8","2","2","2","27","1","245","9378","3","400","3","31","31","1","7","33","2","2","1","6","0","1","1995"
"8","1","6","3","2","3","8","2","2","2","52","1","245","9379","2","400","2","31","31","0","7","45","2","2","1","1","0","1","1995"
"8","2","2","3","1","2","8","2","2","1","34","1","345","9380","12","400","2","31","31","1","7","33","2","2","1","0","0","1","1995"
"10","5","1","18","1","1","11","2","2","2","48","2","690","9381","6","400","4","31","31","1","8","45","2","2","1","6","0","1","1995"
"11","2","2","10","1","2","11","3","2","2","75","1","345","9382","7","400","3","31","31","0","8","66","2","2","1","3","0","1","1995"
"11","2","2","7","1","1","11","3","2","2","29","1","245","9383","5","400","2","31","31","2","5","33","2","2","1","0","0","1","1995"
"11","2","4","14","1","4","11","2","2","1","31","1","245","9384","8","400","3","31","31","2","6","33","2","2","1","0","0","1","1995"
"11","2","4","16","1","2","11","3","2","2","42","1","495","9385","2","500","4","31","31","2","8","38","2","2","1","6","2","1","1995"
"11","3","7","1","1","2","11","4","2","2","27","1","495","9386","1","400","1","31","31","1","7","33","2","2","1","6","0","1","1995"
"11","4","7","7","1","4","12","1","2","2","55","1","345","9387","9","400","2","31","31","2","8","45","2","2","1","6","0","1","1995"
"12","3","1","18","1","1","1","4","2","1","24","1","245","9388","10","400","3","31","31","0","5","28","2","2","1","3","6","2","1995"
"3","2","5","7","1","1","3","2","1","2","32","2","245","9389","7","400","1","31","31","2","6","33","2","2","1","3","0","1","1995"
"4","3","2","10","1","5","4","4","2","1","30","2","690","9390","14","400","4","31","31","1","5","33","2","2","1","3","0","3","1995"
"5","4","3","18","1","4","6","1","2","2","66","1","345","9391","15","400","4","31","31","5","8","66","2","2","1","1","0","1","1995"
"7","4","4","7","1","4","7","4","1","1","25","1","199","9392","11","400","3","31","31","1","5","28","2","2","1","3","0","1","1995"
"8","1","2","7","1","4","8","1","2","1","26","1","245","9393","4","400","1","31","31","2","5","33","2","2","1","0","0","1","1995"
"8","1","4","14","1","1","8","2","2","2","55","2","690","9394","7","700","4","31","31","0","8","45","2","2","1","0","0","1","1995"
"8","5","4","10","1","3","9","1","2","2","78","1","245","9395","1","400","1","31","31","5","8","66","2","2","1","1","0","1","1995"
"10","1","2","14","1","1","10","2","1","2","22","1","245","9396","15","400","1","31","31","2","2","28","2","2","1","3","0","1","1995"
"11","4","3","10","1","5","12","4","2","2","36","1","245","9397","14","400","2","31","31","2","8","38","2","2","1","0","0","1","1995"
"12","3","2","3","1","3","12","3","2","2","59","1","245","9398","1","400","4","31","31","2","7","58","1","1","2","3","0","1","1995"
"12","3","1","7","1","3","12","4","1","2","52","1","245","9399","1","400","4","31","31","2","7","45","2","2","1","0","0","1","1995"
"11","4","1","7","1","5","12","1","2","2","47","1","245","9400","5","400","1","31","31","5","8","45","2","2","1","0","0","1","1995"
"11","4","7","3","1","1","11","4","1","1","33","1","245","9401","3","400","1","31","31","5","6","33","2","2","1","3","0","1","1995"
"11","4","1","14","1","3","11","5","1","2","28","1","199","9402","4","400","1","31","31","0","6","33","2","2","1","1","0","1","1995"
"11","4","6","18","1","5","12","1","2","2","48","1","199","9403","7","400","1","0","23","0","7","45","2","2","1","3","0","1","1995"
"11","4","5","7","1","3","11","5","2","1","33","2","245","9404","9","400","2","31","31","0","6","33","1","2","1","0","0","1","1995"
"11","4","5","3","1","2","11","5","2","2","46","1","495","9405","9","400","3","31","31","0","8","45","2","2","1","6","0","1","1995"
"10","3","1","7","1","1","10","3","2","2","40","1","245","9406","5","400","2","31","31","2","6","38","2","2","1","0","0","1","1995"
"10","1","5","14","1","1","10","2","2","2","50","1","199","9407","11","400","1","31","31","0","8","45","2","2","1","0","0","1","1995"
"8","4","2","14","1","3","9","2","2","1","35","1","345","9408","7","400","1","31","31","0","6","33","2","2","1","0","0","1","1995"
"8","4","2","7","1","5","8","4","2","2","44","1","245","9409","9","400","4","31","31","0","8","38","2","2","1","0","6","2","1995"
"8","3","4","4","1","5","8","3","2","1","24","2","345","9410","9","400","3","31","31","2","5","28","1","2","1","6","0","1","1995"
"8","2","6","14","2","1","8","3","2","2","31","2","245","9411","13","400","3","31","31","2","7","33","2","2","1","6","0","1","1995"
"8","2","2","7","1","2","8","2","2","2","49","2","245","9412","12","400","1","31","31","2","7","45","2","2","1","0","0","1","1995"
"8","2","2","14","2","2","8","2","1","2","33","1","199","9413","16","400","2","31","31","0","7","33","2","2","1","0","0","1","1995"
"8","2","3","4","1","5","8","2","2","2","60","2","345","9414","14","400","1","31","31","0","8","58","2","2","1","6","0","1","1995"
"7","4","2","10","1","1","8","2","2","1","31","1","690","9415","16","400","4","31","31","2","6","33","2","2","1","1","0","1","1995"
"7","4","4","14","1","3","8","1","2","1","30","1","245","9416","13","400","2","31","31","2","6","33","2","2","1","0","0","1","1995"
"6","2","6","18","1","3","6","3","1","2","45","1","245","9417","10","400","4","31","31","1","6","38","2","2","1","6","0","1","1995"
"3","4","2","3","1","2","3","5","2","2","50","1","345","9418","11","400","1","31","31","2","8","45","2","2","1","6","0","1","1995"
"3","3","7","1","1","4","4","1","2","1","30","1","690","9419","9","400","1","31","31","5","7","33","2","2","1","1","0","1","1995"
"3","3","7","14","1","2","4","1","2","2","57","1","345","9420","13","400","3","31","31","0","8","58","1","2","1","0","0","1","1995"
"1","2","4","7","1","4","1","2","2","2","36","1","345","9421","4","400","1","31","31","1","7","38","2","2","1","0","0","1","1995"
"12","2","5","18","1","5","12","2","2","2","52","1","245","9422","2","400","4","31","31","5","8","45","2","2","1","0","0","1","1995"
"11","5","2","7","1","4","12","1","2","2","50","1","245","9423","3","400","2","31","31","0","7","45","2","2","2","3","0","1","1995"
"11","5","3","18","1","4","12","1","2","2","25","1","199","9424","2","400","3","31","31","2","3","28","2","2","1","0","0","1","1995"
"11","4","7","10","1","1","11","5","2","1","42","2","345","9425","11","700","3","31","31","0","7","38","2","2","1","3","0","1","1995"
"11","4","3","18","1","3","11","5","2","1","30","1","245","9426","16","400","3","31","31","5","7","33","2","2","1","6","0","1","1995"
"11","4","3","18","1","5","11","4","2","2","61","1","690","9427","3","400","3","31","31","2","8","58","1","2","1","6","0","1","1995"
"11","4","1","18","1","3","11","4","1","1","29","1","345","9428","14","400","3","31","31","2","6","33","2","2","1","3","0","1","1995"
"11","3","5","14","1","3","11","5","2","2","34","1","690","9429","6","400","1","31","31","5","6","33","1","2","1","6","0","1","1995"
"11","2","7","18","1","5","11","4","2","1","30","1","245","9430","10","400","4","31","31","2","6","33","2","2","1","0","6","2","1995"
"11","2","1","18","1","5","11","2","2","2","42","1","345","9431","2","400","4","31","31","5","7","38","2","2","1","6","0","3","1995"
"11","2","1","18","1","1","11","5","2","2","45","1","690","9432","13","400","2","31","31","0","7","38","2","2","1","0","0","1","1995"
"10","2","6","7","1","2","10","2","2","2","59","1","690","9433","2","400","2","31","31","0","7","58","2","2","1","0","0","1","1995"
"1","3","5","18","1","2","1","4","2","2","27","1","245","9434","6","400","3","31","31","0","6","33","2","2","1","1","0","1","1995"
"8","2","4","10","1","5","8","2","1","2","27","1","245","9435","8","400","2","31","31","2","6","33","2","2","1","3","0","1","1995"
"8","2","1","18","1","3","8","2","2","1","22","2","245","9436","5","300","3","31","31","5","5","28","2","2","1","0","2","1","1995"
"8","1","2","10","1","2","10","1","1","2","49","2","245","9437","13","400","3","31","31","1","7","45","2","2","1","0","0","1","1995"
"7","4","2","6","1","2","7","4","2","1","42","1","245","9438","7","400","2","31","31","2","7","38","2","2","1","1","0","1","1995"
"7","3","2","7","1","3","7","3","2","2","45","1","245","9439","10","400","4","31","31","5","7","38","2","2","1","0","0","1","1995"
"1","3","5","7","1","5","1","3","2","2","72","1","199","9440","7","400","3","31","31","2","8","66","2","2","1","3","0","1","1995"
"6","4","5","7","1","3","6","5","2","1","18","1","245","9441","1","400","3","31","31","2","3","23","2","2","1","1","0","1","1995"
"6","4","5","18","1","2","7","2","2","2","32","2","245","9442","8","400","1","31","31","1","6","33","2","2","1","0","0","1","1995"
"5","1","2","1","1","2","5","1","2","2","35","1","345","9443","12","400","1","31","31","2","7","33","2","2","1","3","0","1","1995"
"3","1","4","7","1","4","3","1","2","2","35","1","245","9444","14","400","3","31","31","5","6","33","2","2","1","1","0","1","1995"
"3","1","4","10","1","2","3","2","2","1","35","2","245","9445","16","400","1","31","31","2","7","33","2","2","1","3","0","1","1995"
"8","4","3","3","2","3","10","4","2","2","31","1","245","9446","5","400","3","31","31","2","6","33","2","2","1","6","0","1","1995"
"2","2","7","18","1","2","11","5","1","2","32","1","199","9447","14","400","1","31","31","0","7","33","2","2","1","0","0","1","1995"
"12","5","3","18","1","3","12","5","2","1","35","1","245","9448","1","400","1","31","31","2","6","33","2","2","1","1","0","1","1995"
"12","4","7","7","1","4","12","5","1","2","37","1","199","9449","15","400","1","31","31","1","7","38","2","2","1","1","0","1","1995"
"1","4","1","14","1","4","1","4","2","2","65","1","345","9450","9","400","1","31","31","2","8","58","2","2","1","0","0","1","1995"
"1","4","7","10","1","2","1","4","2","2","30","1","345","9451","10","400","4","31","31","2","7","33","2","2","1","0","6","2","1995"
"8","1","6","18","1","4","8","2","2","1","44","1","199","9452","1","400","2","31","31","1","7","38","2","2","1","1","0","1","1995"
"4","2","2","10","1","2","5","5","2","2","46","1","345","9453","1","400","1","31","31","1","7","45","2","2","1","0","0","1","1995"
"8","4","7","14","1","4","10","2","2","2","58","1","199","9454","13","400","3","31","31","2","8","58","2","2","1","0","0","1","1995"
"2","3","3","1","1","1","12","1","2","2","49","1","690","9455","10","400","4","31","31","5","7","45","2","2","1","0","0","1","1995"
"5","2","7","7","1","1","5","2","2","1","0","1","690","9456","12","400","2","31","31","1","0","16","1","2","1","0","0","1","1995"
"1","4","1","10","1","5","2","2","2","2","41","1","690","9457","11","400","1","0","31","0","7","38","2","2","1","0","0","1","1995"
"2","4","3","7","1","7","3","2","2","2","29","1","245","9458","14","400","1","31","31","0","6","33","2","2","1","0","0","1","1995"
"2","4","4","7","1","5","2","4","1","1","33","1","245","9459","14","400","2","31","31","2","5","33","2","2","1","6","0","1","1995"
"4","1","1","1","2","2","4","1","2","2","55","2","690","9460","11","400","4","31","31","2","8","45","2","2","1","6","0","1","1995"
"1","4","6","3","2","4","3","1","2","2","29","1","345","9461","15","400","1","31","31","1","7","33","2","2","1","0","0","1","1995"
"7","1","5","7","1","2","7","1","2","1","0","1","690","9462","7","400","3","31","31","2","0","16","2","2","1","0","0","1","1995"
"6","3","1","7","1","1","7","1","2","2","71","1","345","9463","12","400","3","31","31","2","8","66","2","2","1","0","0","1","1995"
"8","5","2","14","1","2","9","2","2","2","47","2","245","9464","11","400","3","31","31","5","8","45","2","2","1","0","0","1","1995"
"8","3","2","14","1","5","9","1","2","2","63","1","345","9465","12","400","3","31","31","0","8","58","2","2","1","0","1","1","1995"
"10","1","2","7","1","2","10","1","2","1","27","2","245","9466","16","400","4","31","31","1","6","33","2","2","1","1","0","1","1995"
"10","1","1","3","1","1","10","1","1","2","49","1","245","9467","5","400","2","31","31","1","8","45","2","2","1","3","0","1","1995"
"9","4","7","14","1","3","9","5","2","2","39","1","245","9468","11","400","2","31","31","0","7","38","2","2","1","3","0","1","1995"
"1","5","6","18","2","4","2","1","1","2","53","1","245","9469","12","400","4","31","31","0","7","45","2","2","1","0","0","1","1995"
"10","4","7","14","1","3","10","4","2","1","23","1","345","9470","15","400","2","31","31","5","3","28","2","2","1","1","0","1","1995"
"2","3","1","7","2","2","2","4","2","2","26","1","345","9471","1","400","1","31","31","2","6","33","2","2","1","0","0","1","1995"
"4","1","4","3","1","1","4","2","2","1","46","1","690","9472","13","400","3","31","31","2","7","45","2","2","1","3","6","3","1995"
"4","2","6","18","1","1","4","2","1","1","34","1","245","9473","9","400","3","31","31","2","5","33","2","2","1","6","0","1","1995"
"4","1","7","18","1","1","4","1","2","3","58","1","345","9474","7","400","2","31","31","2","6","58","2","2","1","6","0","1","1995"
"5","3","4","19","1","5","5","3","2","2","28","1","690","9475","10","400","4","31","31","1","7","33","2","2","1","6","0","1","1995"
"5","3","7","14","1","3","5","3","2","2","52","1","245","9476","12","400","3","31","31","0","5","45","2","2","1","1","0","1","1995"
"6","5","5","10","1","6","7","1","2","2","48","1","245","9477","4","400","4","31","31","0","7","45","2","2","1","6","0","1","1995"
"6","4","2","7","1","1","7","1","1","2","43","1","245","9478","1","400","2","31","31","5","7","38","2","2","1","0","0","1","1995"
"10","5","1","14","1","4","11","1","2","2","29","1","199","9479","13","400","1","31","31","0","7","33","2","2","1","6","0","1","1995"
"12","1","7","18","1","1","12","1","2","2","59","1","199","9480","7","400","4","31","31","0","8","58","2","2","1","1","0","1","1995"
"1","4","6","4","2","2","1","4","2","2","49","2","345","9481","9","400","3","31","31","5","8","45","2","2","1","0","0","1","1995"
"11","5","3","14","1","5","12","1","2","2","42","2","245","9482","3","400","1","31","31","2","7","38","2","2","1","6","0","1","1995"
"9","4","1","14","1","2","9","4","1","2","44","1","245","9483","4","400","3","31","31","0","7","38","2","2","1","0","0","1","1995"
"1","4","6","3","1","2","1","4","1","2","49","1","245","9484","15","400","1","31","31","2","7","45","2","2","1","3","0","1","1995"
"4","5","5","19","1","2","5","2","2","2","43","1","495","9485","15","400","1","31","31","5","8","38","2","2","1","0","0","1","1995"
"4","4","6","3","1","3","4","4","2","2","26","1","495","9486","9","400","2","31","31","0","6","33","2","2","1","0","0","1","1995"
"6","3","6","18","1","1","6","3","2","2","54","1","345","9487","7","700","4","31","31","5","7","45","2","2","1","3","2","1","1995"
"6","3","3","10","2","4","6","3","2","1","27","2","245","9488","4","400","2","31","31","1","7","33","2","2","1","0","0","1","1995"
"7","1","7","10","1","1","7","1","2","1","32","1","245","9489","11","400","4","31","31","2","5","33","2","2","1","1","0","1","1995"
"7","1","6","14","2","2","7","1","1","2","43","2","345","9490","2","400","1","31","31","0","7","38","2","2","1","6","0","1","1995"
"6","5","2","14","2","1","7","1","1","2","47","1","345","9491","7","400","4","31","31","2","8","45","2","2","1","6","0","1","1995"
"6","4","1","3","1","3","6","5","2","2","32","1","345","9492","16","400","3","31","31","2","7","33","2","2","1","6","0","1","1995"
"9","1","4","14","2","3","9","2","2","2","55","1","345","9493","3","400","4","31","31","0","8","45","2","2","1","6","6","2","1995"
"9","4","1","7","1","4","9","5","2","1","53","2","245","9494","16","400","1","31","31","0","8","45","2","2","1","0","0","1","1995"
"10","4","4","18","1","3","11","1","2","2","36","2","245","9495","4","400","4","31","31","1","5","38","2","2","1","6","0","1","1995"
"10","3","3","18","1","4","10","3","2","1","55","1","245","9496","15","400","4","31","31","1","8","45","2","2","1","6","0","1","1995"
"10","3","1","14","1","4","10","4","2","2","42","2","245","9497","1","400","3","31","31","0","7","38","2","2","1","3","0","1","1995"
"12","2","4","10","1","3","12","3","2","1","28","1","245","9498","14","400","1","31","31","2","7","33","2","2","1","3","0","1","1995"
"3","4","6","14","1","3","3","5","2","2","43","1","245","9499","10","400","4","31","31","1","7","38","2","2","1","6","0","1","1995"
"3","4","6","10","1","2","4","1","2","2","48","2","690","9500","3","400","4","31","31","2","8","45","2","2","1","0","0","1","1995"
"3","4","7","10","1","2","3","5","2","1","28","1","245","9501","6","400","2","31","31","2","5","33","2","2","1","1","0","1","1995"
"4","4","3","14","1","4","5","1","2","2","53","1","245","9502","14","400","1","31","31","1","8","45","2","2","1","6","0","1","1995"
"3","5","5","18","1","6","4","1","2","2","50","1","245","9503","9","400","3","31","31","2","8","45","2","2","1","6","0","1","1995"
"6","2","5","6","1","5","6","2","2","2","48","2","345","9504","16","400","1","31","31","1","8","45","1","1","1","6","0","1","1995"
"8","2","4","14","1","5","8","2","1","1","27","2","245","9505","3","400","1","31","31","1","7","33","2","2","1","1","0","1","1995"
"7","5","5","14","1","3","8","1","1","2","38","1","245","9506","14","400","3","12","23","1","3","38","2","2","1","0","0","1","1995"
"10","4","7","19","1","1","10","4","2","2","49","1","690","9507","13","400","2","31","31","0","6","45","2","2","1","0","0","1","1995"
"12","4","5","14","1","5","12","5","2","2","57","2","245","9508","1","400","4","31","31","0","7","58","2","2","1","0","0","1","1995"
"11","3","4","14","1","1","11","3","1","2","28","1","245","9509","16","400","3","31","31","1","6","33","2","2","1","0","0","1","1995"
"1","4","7","18","1","1","1","5","2","2","38","1","345","9510","11","400","2","31","31","2","8","38","2","2","1","0","0","1","1995"
"9","5","6","18","1","1","10","1","2","1","29","2","245","9511","6","400","1","31","31","1","5","33","2","2","1","1","0","1","1995"
"9","3","1","10","1","2","9","3","2","1","32","1","245","9512","2","400","2","31","31","0","7","33","2","2","1","0","0","1","1995"
"9","2","3","18","1","3","10","3","2","2","43","1","199","9513","6","400","2","31","31","1","7","38","2","2","1","6","0","3","1995"
"7","3","4","14","1","2","8","2","2","2","26","1","245","9514","14","400","3","31","31","5","7","33","2","2","1","0","6","2","1995"
"7","3","3","14","1","1","7","4","2","2","33","1","245","9515","9","400","1","31","31","2","7","33","2","2","1","1","0","1","1995"
"1","4","7","14","1","2","2","2","2","2","59","2","245","9516","16","400","1","31","31","0","8","58","2","2","1","6","0","1","1995"
"7","2","5","3","2","1","7","2","2","2","53","1","245","9517","15","400","4","31","31","1","8","45","2","2","1","3","0","1","1995"
"3","5","5","16","1","4","4","1","2","1","34","1","345","9518","6","400","4","31","31","0","5","33","2","2","1","0","0","1","1995"
"1","4","7","18","1","4","2","2","2","2","32","1","245","9519","3","400","2","31","31","1","6","33","2","2","1","1","0","1","1995"
"12","1","1","18","1","1","12","1","2","2","33","1","245","9520","1","400","1","31","31","2","4","33","2","2","1","0","0","1","1995"
"11","4","5","6","1","1","11","5","2","2","51","1","645","9521","1","400","2","31","31","1","8","45","2","2","1","3","0","1","1995"
"11","4","4","10","1","5","12","1","2","2","46","1","345","9522","8","400","3","31","31","5","8","45","2","2","1","0","0","1","1995"
"11","4","4","18","1","5","11","4","2","2","45","1","345","9523","16","400","3","31","31","2","8","38","2","2","1","6","0","1","1995"
"10","5","5","7","2","5","10","5","1","1","33","2","245","9524","8","400","1","31","31","0","5","33","2","2","1","0","0","1","1995"
"9","3","7","1","1","4","10","3","2","2","28","1","690","9525","9","400","1","31","31","1","7","33","2","2","1","0","0","1","1995"
"9","3","7","14","1","3","9","5","2","2","30","1","245","9526","3","400","4","31","31","1","6","33","2","2","1","0","0","1","1995"
"8","1","1","18","1","1","8","1","2","2","39","1","245","9527","10","400","1","31","31","5","7","38","2","2","1","3","0","1","1995"
"6","4","1","7","1","1","6","4","2","2","40","1","690","9528","5","400","2","31","31","2","7","38","2","2","1","6","0","1","1995"
"6","2","1","7","2","1","6","2","2","1","0","1","690","9529","13","400","2","31","31","2","0","16","2","2","1","0","0","1","1995"
"6","1","6","7","1","2","8","2","2","2","38","2","690","9530","15","400","3","31","31","2","7","38","2","2","1","6","0","1","1995"
"5","5","7","10","1","2","5","5","2","2","41","1","245","9531","1","400","1","31","31","2","7","38","2","2","1","1","0","1","1995"
"5","3","4","12","1","3","5","4","1","2","57","2","245","9532","9","400","1","31","31","0","8","58","2","2","1","3","0","1","1995"
