Month,WeekOfMonth,DayOfWeek,Make_Honda,Make_Toyota,Make_Ford,Make_Mazda,Make_Chevrolet,Make_Pontiac,Make_Accura,Make_Dodge,Make_Mercury,Make_Jaguar,Make_Nisson,Make_VW,Make_Saab,Make_Saturn,Make_Porche,Make_BMW,Make_Mecedes,Make_Ferrari,Make_Lexus,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Widow,MaritalStatus_Divorced,Age,Fault,PolicyType_Sport - Liability,PolicyType_Sport - Collision,PolicyType_Sedan - Liability,PolicyType_Utility - All Perils,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Utility - Collision,PolicyType_Utility - Liability,PolicyType_Sport - All Perils,VehicleCategory_Sport,VehicleCategory_Utility,VehicleCategory_Sedan,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy_Liability,BasePolicy_Collision,BasePolicy_All Perils
5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,1,0,0,63,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9110,2,400,4,31,31,1,8,58,0,0,1,6,0,1,1995,0,1,0
1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,9111,7,400,1,31,31,0,5,33,0,0,1,0,0,1,1995,0,0,1
4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,1,0,0,0,16.5,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,9112,8,400,1,31,31,5,0,16.5,0,0,1,0,0,1,1995,1,0,0
8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,2,1,1,0,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9113,1,400,4,31,31,5,5,33,0,0,1,0,0,1,1995,1,0,0
11,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,0,0,1,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,9114,8,400,2,31,31,2,7,45.5,0,0,1,0,0,1,1995,0,1,0
5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,0,1,0,0,33,0,0,0,0,1,0,0,0,0,0,0,1,0,69001,9115,6,400,3,31,31,0,6,33,0,0,1,0,6,2,1995,0,0,1
5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,1,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,9116,1,400,2,31,31,1,8,58,0,0,1,0,0,1,1995,0,0,1
7,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,0,0,1,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9117,2,400,4,31,31,2,8,45.5,0,0,1,6,0,1,1995,0,0,1
7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,0,1,0,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9118,13,400,2,31,31,2,5,33,0,0,1,6,0,1,1995,1,0,0
9,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,0,0,1,0,0,53,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,9119,11,400,2,31,31,1,7,45.5,0,0,1,3,0,1,1995,0,0,1
10,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,1,1,0,0,0,35,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9120,11,400,2,31,31,0,6,33,0,0,1,6,0,1,1995,1,0,0
1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9121,5,400,2,31,31,2,6,33,0,0,1,6,0,1,1995,0,0,1
9,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,9,4,0,1,0,0,0,51,1,0,0,0,0,0,1,0,0,0,0,0,1,64500,9122,14,400,3,31,31,2,8,45.5,0,0,0,6,0,1,1995,0,1,0
9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,1,0,0,1,0,0,27,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,9123,15,400,3,31,31,5,6,33,0,0,1,0,0,1,1995,1,0,0
10,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,0,0,1,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9124,3,400,3,31,31,2,7,38,0,0,1,6,0,1,1995,0,0,1
7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2,1,0,1,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,9125,6,400,4,31,31,0,7,45.5,0,0,1,0,0,1,1995,0,0,1
10,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,3,0,1,0,0,0,33,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,9126,5,400,2,31,31,5,7,33,0,0,1,1,0,1,1995,0,1,0
10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,2,0,0,1,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9127,8,400,3,31,31,0,7,33,0,0,1,0,0,1,1995,0,1,0
1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,1,49500,9128,4,400,3,31,31,2,8,38,0,0,1,0,0,1,1995,0,0,1
12,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,1,0,0,0,24,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,9129,7,400,2,31,31,0,5,28,0,0,1,0,0,1,1995,0,0,1
10,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,10,2,1,1,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,1,69001,9130,15,400,1,31,31,2,5,28,0,0,1,0,2.5,1,1995,0,1,0
1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,1,0,1,0,0,53,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,9131,14,400,2,31,31,1,7,45.5,0,0,1,0,0,1,1995,0,0,1
2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,1,0,0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,9132,4,400,4,31,31,0,7,33,0,0,1,0,0,1,1995,0,0,1
11,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,12,2,0,0,1,0,0,51,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9133,9,400,4,31,31,0,6,45.5,0,0,1,0,0,1,1995,0,1,0
11,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,2,0,0,1,0,0,54,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,9134,11,400,3,31,31,1,8,45.5,0,0,1,0,0,1,1995,0,1,0
1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,1,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9135,15,400,4,31,31,1,6,33,0,0,1,6,0,1,1995,0,0,1
3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,1,0,0,75,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9136,5,400,2,31,31,2,8,66,0,0,1,0,6,2,1995,0,1,0
3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,1,0,0,45,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,9137,6,400,3,31,31,2,7,38,0,0,1,0,0,1,1995,0,0,1
1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,1,49500,9138,10,400,2,31,31,5,8,38,0,0,1,1,0,1,1995,0,1,0
1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,1,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9139,1,400,3,31,31,2,7,38,0,0,1,6,0,1,1995,0,0,1
2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,1,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9140,11,400,1,31,31,2,8,45.5,0,1,1,3,0,1,1995,0,0,1
1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,0,1,0,0,49,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9141,1,400,4,31,31,0,6,45.5,0,0,1,0,0,1,1995,0,1,0
1,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9142,6,400,1,31,31,2,7,33,0,0,1,0,0,1,1995,0,1,0
1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,1,0,0,64,1,0,0,0,0,0,1,0,0,0,0,0,1,49500,9143,2,400,3,31,31,0,8,58,0,0,1,0,0,1,1995,0,1,0
1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,1,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9144,3,400,1,31,31,2,8,38,0,0,1,3,0,3.5,1995,0,1,0
11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,0,0,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,9145,16,400,3,31,31,2,8,38,0,0,1,6,0,1,1995,0,1,0
7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,0,0,1,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,9146,11,400,3,31,31,0,6,33,0,0,1,0,0,1,1995,0,1,0
10,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,4,0,0,1,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,9147,10,400,4,31,31,0,6,33,0,0,1,6,0,1,1995,0,1,0
10,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,2,1,1,0,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,19999,9148,10,400,2,31,31,0,4,28,0,0,1,0,0,1,1995,1,0,0
6,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,3,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9149,6,400,4,31,31,1,7,33,0,0,1,6,0,1,1995,1,0,0
7,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,0,0,1,0,0,36,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9150,1,400,2,31,31,2,7,38,0,0,1,1,0,1,1995,1,0,0
6,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,0,0,1,0,0,42,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9151,11,400,2,31,31,0,7,38,0,0,1,1,0,1,1995,1,0,0
10,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,3,0,0,1,0,0,38,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,9152,8,400,4,31,31,0,8,38,0,0,1,1,0,1,1995,0,0,1
1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,54,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9153,15,400,2,31,31,5,7,45.5,0,0,1,6,0,1,1995,0,1,0
8,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,1,0,0,0,57,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9154,13,400,3,31,31,2,8,58,0,0,1,6,0,1,1995,1,0,0
6,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,1,0,0,1,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,9155,10,400,1,31,31,2,8,58,0,0,1,3,0,1,1995,0,1,0
6,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,1,1,0,0,0,41,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9156,11,400,1,31,31,1,7,38,0,0,1,1,0,1,1995,0,1,0
1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,33,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,9157,4,400,2,31,31,2,7,33,0,0,1,0,6,2,1995,0,1,0
5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,4,0,1,0,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,9158,8,400,3,31,31,2,7,33,0,0,1,3,0,1,1995,0,1,0
5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,1,0,1,0,0,43,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,9159,7,400,4,31,31,0,7,38,0,0,1,0,0,1,1995,0,0,1
4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,1,0,0,26,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,9160,16,400,2,31,31,5,6,33,0,0,1,0,0,1,1995,1,0,0
4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,1,0,0,51,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9161,14,400,2,31,31,2,8,45.5,0,0,1,1,0,1,1995,1,0,0
1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,1,0,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,9162,3,400,4,31,31,2,7,38,0,0,1,3,0,1,1995,0,1,0
12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,3,1,0,1,0,0,47,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,9163,13,400,4,31,31,1,6,45.5,0,1,1,0,0,1,1995,0,0,1
2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,0,1,0,0,31,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,9164,12,400,4,31,31,1,6,33,0,0,1,0,0,1,1995,0,1,0
2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,0,1,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9165,14,400,1,31,31,2,5,28,0,0,1,3,0,1,1995,1,0,0
3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,0,0,1,0,0,53,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,9166,10,400,2,31,31,2,8,45.5,0,0,1,0,0,1,1995,0,1,0
3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,1,0,0,48,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9167,10,400,4,31,31,2,7,45.5,0,0,1,3,0,1,1995,0,1,0
3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,0,1,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9168,2,400,2,31,31,1,7,33,0,0,1,0,0,1,1995,0,1,0
4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,4,0,0,1,0,0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,9169,3,400,3,31,31,5,6,33,0,0,1,6,0,1,1995,1,0,0
4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,9170,16,400,4,31,31,0,7,38,0,0,1,0,0,1,1995,0,0,1
5,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,1,0,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9171,12,400,4,31,31,2,5,33,0,0,1,3,0,1,1995,1,0,0
5,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,0,1,0,0,0,53,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9172,14,400,2,31,31,2,8,45.5,0,0,1,0,0,1,1995,0,1,0
5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,1,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9173,16,400,1,31,31,5,5,28,0,0,1,6,0,1,1995,1,0,0
5,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,0,1,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,9174,5,400,3,31,31,5,8,45.5,0,0,1,0,0,1,1995,0,0,1
6,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,1,1,0,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9175,13,400,3,31,31,5,7,33,0,0,1,0,0,1,1995,1,0,0
1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,1,19999,9176,5,400,3,31,31,5,6,33,0,0,1,6,0,1,1995,0,1,0
6,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,0,0,1,0,0,66,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,9177,13,700,3,31,31,1,7,66,0,0,1,0,0,1,1995,0,0,1
6,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,0,0,1,0,0,44,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,9178,15,400,2,31,31,1,7,38,0,0,1,1,6,2,1995,0,0,1
6,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,0,0,1,0,0,39,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9179,11,400,1,31,31,1,6,38,0,0,1,0,0,1,1995,1,0,0
6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,1,1,0,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9180,15,400,1,31,31,1,6,33,0,0,1,0,0,1,1995,1,0,0
1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9181,7,500,1,31,31,2,6,33,0,0,1,3,2.5,1,1995,0,0,1
8,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,4,0,1,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,9182,11,400,4,31,31,0,7,33,0,1,1,3,0,1,1995,0,1,0
9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,4,0,0,1,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,9183,10,400,4,31,31,1,7,38,0,0,1,0,0,1,1995,0,1,0
9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,0,0,1,0,0,64,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,9184,6,400,4,11.5,31,0,7,58,0,0,1,1,0,1,1995,0,0,1
9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,4,0,0,1,0,0,54,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9185,8,400,2,31,31,2,8,45.5,0,0,1,0,0,3.5,1995,1,0,0
10,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,1,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,9186,11,400,2,31,31,2,5,33,0,0,1,0,0,1,1995,0,1,0
10,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,4,1,0,1,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,9187,12,400,2,31,31,0,7,33,0,0,1,0,0,1,1995,0,1,0
10,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,0,0,1,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,9188,5,400,3,31,31,2,5,28,0,0,1,6,0,1,1995,0,1,0
11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,2,0,0,1,0,0,49,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,9189,1,400,4,31,31,2,7,45.5,0,0,1,6,0,1,1995,0,0,1
11,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,4,0,0,1,0,0,42,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9190,16,400,4,31,31,2,7,38,0,0,1,0,0,1,1995,1,0,0
12,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,0,0,1,0,0,37,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9191,4,400,3,31,31,1,7,38,0,0,1,3,0,1,1995,1,0,0
3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,45,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9192,15,400,3,31,31,2,7,38,0,0,1,6,1,1,1995,1,0,0
3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,1,0,0,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9193,5,400,1,31,31,1,8,58,0,0,1,6,0,1,1995,1,0,0
4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,2,0,0,0,0,1,37,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,9194,8,400,4,31,31,2,7,38,0,0,1,0,0,1,1995,0,1,0
4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,9195,7,400,3,31,31,1,7,38,0,0,1,0,0,1,1995,0,0,1
4,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,1,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9196,15,400,3,31,31,5,6,33,0,0,1,3,0,1,1995,1,0,0
6,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,0,1,0,0,0,59,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,9197,11,400,3,31,31,0,8,58,0,0,1,0,0,1,1995,0,0,1
7,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,1,0,1,0,0,26,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,9198,8,400,1,31,31,1,5,33,0,0,1,6,0,1,1995,0,1,0
7,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2,0,0,1,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,9199,1,400,3,31,31,0,8,58,0,0,1,1,6,2,1995,0,0,1
7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,1,0,0,0,50,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,9200,15,400,4,31,31,1,8,45.5,0,0,1,0,0,1,1995,1,0,0
7,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,3,0,0,1,0,0,47,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9201,12,400,2,22.5,22.5,0,7,45.5,0,0,1,0,0,1,1995,0,1,0
10,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,3,0,1,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9202,4,400,2,31,31,0,7,33,0,0,1,6,0,1,1995,0,1,0
11,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,0,1,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9203,14,400,2,31,31,0,7,38,0,0,1,6,0,1,1995,1,0,0
1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,0,0,1,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9204,6,400,2,31,31,0,7,33,0,0,1,1,0,1,1995,0,1,0
11,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,3,0,0,1,0,0,54,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,9205,9,400,3,31,31,2,8,45.5,0,0,1,0,0,1,1995,0,1,0
11,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,3,0,1,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,9206,8,400,1,31,31,0,7,45.5,0,0,1,0,0,1,1995,0,0,1
11,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,3,0,1,0,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,9207,9,400,1,31,31,1,7,38,0,0,1,1,0,1,1995,1,0,0
12,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,5,0,1,0,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,9208,6,400,4,31,31,0,6,33,0,0,1,6,0,1,1995,0,1,0
11,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,1,0,0,58,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,9209,8,400,1,31,31,0,8,58,0,0,0,0,0,1,1995,1,0,0
